# R: 0.9999939590408433
# R^2: 0.9999879181181798
# p-value: 2.110429529002885e-70
# Optimal Parameters:
#   slope a: 0.8106266935707336
#   slope b: 0.0007886802686006833
x	y	px	py	std	CIupper	CIlower
0.023310923576354982	0.018977567624142707	0.023310923576354982	0.019685137463881147	0.0002445616082026545	0.02016447821595835	0.019205796711803943
0.06163766384124756	0.050244092523183556	0.05375246426154827	0.04436186291204826	0.00023193216696949616	0.044816449959308474	0.04390727586478804
0.16530752182006836	0.13481625207777465	0.08419400494674156	0.06903858836021538	0.000219773058983441	0.06946934355582293	0.06860783316460783
0.2615742444992065	0.2132772603751381	0.11463554563193484	0.0937153138083825	0.00020816671767116625	0.09412332057501797	0.09330730704174701
0.4399310350418091	0.35829453658539945	0.14507708631712815	0.11839203925654962	0.00019721076225274884	0.118778572350565	0.11800550616253423
0.5595128297805786	0.4552084622987692	0.17551862700232143	0.14306876470471672	0.000187019530161715	0.14343532298383369	0.14270220642559975
0.034734702110290526	0.028252444763856504	0.2059601676875147	0.16774549015288384	0.00017772462431183317	0.16809383041653503	0.16739714988923265
0.09100358486175537	0.07412108995286834	0.23640170837270802	0.19242221560105097	0.00016947358798034297	0.19275438383349244	0.1920900473686095
0.23713202476501466	0.19323209499131364	0.2668432490579013	0.21709894104921806	0.00016242558132989726	0.21741729518862465	0.21678058690981147
0.3642857313156128	0.2967582451700112	0.29728478974309464	0.24177566649738522	0.00015674297250293004	0.24208288272349096	0.24146845027127947
0.5765122890472412	0.4689881398146761	0.3277263304282879	0.2664523919455523	0.0001525783959118352	0.2667514456015395	0.2661533382895651
0.7006746292114258	0.5692470757566218	0.3581678711134812	0.29112911739371944	0.0001500582949399278	0.2914232316518017	0.2908350031356372
0.046014022827148435	0.03744312252746257	0.3886094117986745	0.31580584284188656	0.00014926598531749693	0.31609840417310886	0.31551328151066427
0.11939990520477295	0.09730230522191523	0.41905095248386776	0.3404825682900537	0.0001502288067469194	0.34077701675127764	0.34018811982882974
0.30283432006835936	0.2468325278282107	0.4494924931690611	0.3651592937382208	0.00015291360924286145	0.3654590044123368	0.3648595830641048
0.45296216011047363	0.36891702048525904	0.47993403385425437	0.38983601918638794	0.00015723220699980327	0.39014419431210756	0.3895278440606683
0.6795609951019287	0.5522321193362575	0.5103755745394476	0.414512744634555	0.00016305483573219977	0.41483233211259013	0.4141931571565199
0.7953850507736206	0.6451795433618839	0.5408171152246409	0.43918947008272213	0.00017022722903388735	0.43952311545162853	0.43885582471381573
0.05716207027435303	0.04651623661138195	0.5712586559098343	0.4638661955308893	0.00017858683340249814	0.4642162257243582	0.4635161653374204
0.14692485332489014	0.11973100328412915	0.6017001965950275	0.4885429209790564	0.00018797532321074195	0.4889113526125494	0.48817448934556334
0.36322190761566164	0.29596018233135324	0.6321417372802208	0.5132196464272235	0.00019824657555405443	0.5136082097153094	0.5128310831391376
0.5301702976226806	0.43152233888549274	0.662583277965414	0.5378963718753905	0.00020927064966906153	0.5383065423487419	0.5374862014020392
0.7601378202438355	0.6169707629596748	0.6930248186506074	0.5625730973235578	0.00022093488275550335	0.5630061296937585	0.562140064953357
0.8638376951217651	0.6996485045176136	0.7234663593358007	0.5872498227717249	0.00023314321249982842	0.5877067834682246	0.5867928620752252
0.0682640790939331	0.05553154162587135	0.753907900020994	0.6119265482198919	0.0002458145849264592	0.6124083448063478	0.611444751633436
0.17387356758117675	0.1416304778035668	0.7843494407061873	0.6366032736680591	0.00025888101572280265	0.6371106804588759	0.6360958668772424
0.4183824062347412	0.3406913127648362	0.8147909813913805	0.6612799991162261	0.0002722856366980229	0.6618136789641542	0.6607463192682981
0.5958828210830689	0.4845910397124683	0.8452325220765738	0.6859567245643933	0.000285980896413905	0.6865172471213645	0.685396202007422
0.8180495977401734	0.6631348879217774	0.8756740627617672	0.7106334500125605	0.00029992698409217667	0.7112213069013812	0.7100455931237398
0.9061156034469604	0.7328615566570791	0.9061156034469604	0.7353101754607275	0.0003140904900993217	0.7359257928213222	0.7346945581001328


# \addplot[only marks] table[x=x,y=y] {bvtvchi_dchi1.dat};
# \addplot[draw=black] table[x=px,y=py] {bvtvchi_dchi1.dat};
# \addplot[draw=black,name path=CIlower] table[x=px,y=CIlower] {bvtvchi_dchi1.dat};
# \addplot[draw=black,name path=CIupper] table[x=px,y=CIupper] {bvtvchi_dchi1.dat};
# \addplot[fill=gray] fill between [of=CIlower and CIupper];
# \node[anchor=west,align=left,font=\tiny] at (rel axis cs:0.05,0.85)
# {\(y = 0.811 x + 0.000789\) \\
# \(R^2 = 1.0\) \\
# \(p = 2.11043e-70\)};
